team_name,opponent_pace,opponent_offensive_rating,opponent_free_throw_attempt_rate,opponent_three_point_attempt_rate,opponent_true_shooting_percentage,opponent_team_rebound_percentage,opponent_assist_percentage,opponent_steal_percentage,opponent_block_percentage,opponent_effective_field_goal_percentage,opponent_turnover_percentage,opponent_offensive_rebound_percentage,opponent_free_throws_per_field_goal_attempt,pace,offensive_rating,free_throw_attempt_rate,three_point_attempt_rate,true_shooting_percentage,team_rebound_percentage,assist_percentage,steal_percentage,block_percentage,effective_field_goal_percentage,turnover_percentage,offensive_rebound_percentage,free_throws_per_field_goal_attempt,opponent_field_goals,opponent_field_goals_attempted,opponent_field_goal_percentage,opponent_three_point_field_goals,opponent_three_point_field_goals_attempted,opponent_three_point_percentage,opponent_free_throws,opponent_free_throws_attempted,opponent_free_throw_percentage,opponent_offensive_rebounds,opponent_team_rebounds,opponent_assists,opponent_steals,opponent_blocks,opponent_turnovers,opponent_personal_fouls,games,wins,losses,win_percentage,simple_rating_system,strength_of_schedule,wins_conf,losses_conf,home_wins,home_losses,wins_visitor,losses_visitor,team_points,opponent_points,minutes_played,field_goals,field_goals_attempted,field_goal_percentage,three_point_field_goals,three_point_field_goals_attempted,three_point_percentage,free_throws,free_throws_attempted,free_throw_percentage,offensive_rebounds,team_rebounds,assists,steals,blocks,turnovers,personal_fouls,conference,points_per_game,opponent_points_per_game,margin_of_victory,offensive_srs,defensive_srs,offensive_rating_adjusted,defensive_rating_adjusted,net_rating_adjusted,date
Abilene Christian,71.5,88.1,.426,.463,.485,40.1,51.3,11.9,9.4,.426,19.8,25.3,.315,71.5,115.3,.373,.325,.556,59.9,61.0,10.5,17.2,.520,15.4,44.4,.270,39,108,.361,14,50,.280,34,46,.739,19,59,20,17,8,32,40,2,2,0,1.000,5.84,3.84,,,2,0,0,0,165,126,80,59,126,.468,13,41,.317,34,47,.723,32,88,36,15,10,27,38,WAC,82.5,63.0,19.50,-5.77,11.61,110.91,101.57,9.34,2025-11-08
Air Force,66.6,118.7,.455,.400,.591,42.6,61.5,12.0,3.8,.527,10.7,25.8,.382,66.6,94.6,.191,.447,.614,57.4,62.5,10.5,6.1,.596,31.0,34.8,.149,26,55,.473,6,22,.273,21,25,.840,8,23,16,8,1,8,15,1,0,1,.000,0.00,16.00,,,0,0,0,1,63,79,40,24,47,.511,8,21,.381,7,9,.778,8,31,15,7,2,23,18,MWC,63.0,79.0,-16.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Akron,72.0,98.6,.213,.475,.528,46.8,58.3,6.9,23.7,.484,22.0,31.6,.197,72.0,118.1,.460,.397,.554,53.2,55.6,13.9,18.8,.492,9.4,38.5,.365,24,61,.393,11,29,.379,12,13,.923,12,36,14,5,9,19,22,1,1,0,1.000,0.00,-14.00,,,1,0,0,0,85,71,40,27,63,.429,8,25,.320,23,29,.793,15,41,15,10,6,8,13,MAC,85.0,71.0,14.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Alabama,74.0,83.8,.274,.323,.442,36.1,54.2,14.9,3.2,.427,12.5,16.7,.145,74.0,123.1,.466,.466,.642,63.9,71.0,10.8,16.7,.603,17.5,36.7,.362,24,62,.387,5,20,.250,9,17,.529,7,26,13,11,1,10,19,1,1,0,1.000,12.50,-16.50,,,1,0,0,0,91,62,40,31,58,.534,8,27,.296,21,27,.778,11,46,22,8,7,15,15,SEC,91.0,62.0,29.00,8.50,4.00,102.51,103.69,-1.18,2025-11-08
Alabama A&M,70.4,112.2,.345,.429,.571,53.6,63.0,7.8,6.7,.513,13.2,26.9,.303,70.4,93.0,.296,.348,.499,46.4,55.3,6.4,5.9,.470,16.0,21.9,.200,54,119,.454,14,51,.275,36,41,.878,18,75,34,11,5,21,33,2,1,1,.500,0.00,47.00,,,1,0,0,1,131,158,80,47,115,.409,14,40,.350,23,34,.676,16,65,26,9,4,25,34,SWAC,65.5,79.0,-13.50,0.00,0.00,103.01,103.01,0.00,2025-11-08
Alabama State,78.3,128.9,.189,.635,.626,58.3,62.9,12.8,7.1,.595,15.7,43.6,.176,78.3,81.7,.292,.354,.432,41.7,47.8,10.2,3.7,.408,18.7,28.9,.169,35,74,.473,18,47,.383,13,14,.929,17,49,22,10,3,15,17,1,0,1,.000,-4.75,32.25,,,0,0,0,1,64,101,40,23,65,.354,7,23,.304,11,19,.579,13,35,11,8,1,17,15,SWAC,64.0,101.0,-37.00,-10.00,5.25,92.00,94.46,-2.46,2025-11-08
Albany (NY),76.6,104.5,.672,.414,.523,51.1,66.7,23.5,10.8,.457,15.5,38.5,.466,76.6,69.2,.209,.448,.360,48.9,57.9,10.4,11.8,.321,23.8,38.8,.149,24,58,.414,5,24,.208,27,39,.692,15,45,16,18,4,14,16,1,0,1,.000,-6.00,21.00,,,0,0,0,1,53,80,40,19,67,.284,5,30,.167,10,14,.714,19,43,11,8,4,23,27,AEC,53.0,80.0,-27.00,-19.33,13.33,76.66,85.65,-8.99,2025-11-08
Alcorn State,73.9,124.4,.423,.341,.623,52.8,53.7,11.5,9.3,.614,13.5,33.3,.268,73.9,98.7,.358,.491,.588,47.2,50.0,10.8,7.4,.571,23.9,26.2,.236,67,123,.545,17,42,.405,33,52,.635,22,67,36,17,5,23,33,2,0,2,.000,0.25,19.25,,,0,0,0,2,146,184,80,50,106,.472,21,52,.404,25,38,.658,16,60,25,16,6,39,42,SWAC,73.0,92.0,-19.00,2.00,-1.75,111.58,109.52,2.06,2025-11-08
American,75.5,116.6,.369,.385,.576,53.5,64.5,21.2,17.9,.531,12.6,33.3,.292,75.5,98.0,.310,.517,.556,46.5,44.0,9.3,0.0,.500,21.3,25.7,.276,31,65,.477,7,25,.280,19,24,.792,12,38,20,16,5,11,20,1,0,1,.000,1.00,15.00,,,0,0,0,1,74,88,40,25,58,.431,8,30,.267,16,18,.889,9,33,11,7,0,18,18,Patriot,74.0,88.0,-14.00,4.50,-3.50,117.39,116.17,1.22,2025-11-08
Appalachian State,67.1,95.4,.226,.374,.503,49.0,51.1,6.7,7.4,.474,20.1,36.6,.165,67.1,117.7,.440,.456,.523,51.0,52.7,14.2,18.1,.512,11.2,40.7,.240,47,115,.409,15,43,.349,19,26,.731,26,77,24,9,5,32,46,2,1,1,.500,0.00,16.00,,,1,0,0,1,158,128,80,55,125,.440,18,57,.316,30,55,.545,35,80,29,19,13,19,31,Sun Belt,79.0,64.0,15.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Arizona,76.4,100.8,.456,.392,.506,46.0,39.2,10.5,5.8,.460,16.0,33.3,.312,76.4,121.7,.468,.161,.614,54.0,59.1,11.8,9.2,.569,14.6,37.9,.363,51,125,.408,13,49,.265,39,57,.684,28,69,20,16,6,29,39,2,2,0,1.000,20.40,4.40,,,1,0,0,0,186,154,80,66,124,.532,9,20,.450,45,58,.776,25,81,39,18,7,26,44,Big 12,93.0,77.0,16.00,11.40,9.00,137.08,97.01,40.07,2025-11-08
Arizona State,72.7,88.1,.114,.357,.434,50.6,42.3,11.0,13.9,.400,17.8,36.4,.114,72.7,111.5,.339,.390,.591,49.4,58.6,12.4,17.8,.568,17.0,31.4,.237,26,70,.371,4,25,.160,8,8,1.000,16,40,11,8,5,16,18,1,1,0,1.000,0.00,-17.00,,,1,0,0,0,81,64,40,29,59,.492,9,23,.391,14,20,.700,11,39,17,9,8,14,14,Big 12,81.0,64.0,17.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Arkansas,81.1,95.0,.348,.391,.479,45.1,37.0,3.7,6.7,.478,13.0,27.9,.159,81.1,134.4,.397,.384,.628,54.9,62.2,12.3,9.5,.575,9.4,35.9,.342,27,69,.391,12,27,.444,11,24,.458,12,37,10,3,3,12,20,1,1,0,1.000,9.33,-22.67,,,1,0,0,0,109,77,40,37,73,.507,10,28,.357,25,29,.862,14,45,23,10,4,9,18,SEC,109.0,77.0,32.00,6.00,3.33,107.53,98.17,9.36,2025-11-08
Arkansas State,74.6,117.3,.308,.444,.574,51.0,38.5,6.0,16.1,.564,13.6,35.1,.188,74.6,103.2,.555,.491,.554,49.0,52.3,12.1,2.7,.468,18.7,32.4,.464,65,133,.489,20,59,.339,25,41,.610,26,74,25,9,9,24,44,2,1,1,.500,2.67,13.17,,,0,0,1,1,154,175,80,44,110,.400,15,54,.278,51,61,.836,23,71,23,18,2,32,46,Sun Belt,77.0,87.5,-10.50,7.00,-4.33,103.73,103.36,0.38,2025-11-08
Arkansas-Pine Bluff,77.9,113.7,.542,.433,.587,57.0,73.2,10.9,11.8,.533,17.9,36.8,.408,77.9,79.6,.315,.452,.435,43.0,50.0,13.5,7.4,.371,19.7,27.8,.258,56,120,.467,16,52,.308,49,65,.754,25,90,41,17,8,33,35,2,0,2,.000,-15.00,11.50,,,0,0,0,2,124,177,80,38,124,.306,16,56,.286,32,39,.821,25,68,19,21,5,35,48,SWAC,62.0,88.5,-26.50,-10.00,-5.00,92.83,105.10,-12.27,2025-11-08
Army,70.6,69.5,.571,.408,.393,47.1,61.5,9.9,18.2,.316,23.4,28.9,.367,70.6,103.5,.108,.554,.469,52.9,58.6,17.0,10.3,.466,12.4,38.3,.054,13,49,.265,5,20,.250,18,28,.643,11,40,8,7,6,19,14,1,1,0,1.000,,,,,1,0,0,0,73,49,40,29,74,.392,11,41,.268,4,8,.500,18,45,17,12,3,11,21,Patriot,73.0,49.0,24.00,,,,,,2025-11-08
Auburn,69.2,99.9,.262,.437,.519,37.2,49.0,10.9,14.5,.484,14.5,23.1,.198,69.2,129.1,.577,.362,.574,62.8,46.8,11.6,12.7,.523,10.3,48.7,.415,51,126,.405,20,55,.364,25,33,.758,18,58,25,16,12,24,51,2,2,0,1.000,-8.20,-29.70,,,2,0,0,0,190,147,85,62,130,.477,12,47,.255,54,75,.720,38,98,29,17,9,19,32,SEC,95.0,73.5,21.50,1.60,-9.80,112.83,104.96,7.87,2025-11-08
Austin Peay,83.5,56.3,.218,.436,.387,48.1,58.8,6.0,5.9,.345,37.2,35.0,.164,83.5,153.2,.342,.553,.724,51.9,76.7,28.7,16.1,.697,10.2,37.8,.289,17,55,.309,4,24,.167,9,12,.750,14,37,10,5,2,36,16,1,1,0,1.000,,,,,1,0,0,0,128,47,40,43,76,.566,20,42,.476,22,26,.846,14,40,33,24,5,10,15,A-Sun,128.0,47.0,81.00,,,,,,2025-11-08
Ball State,71.5,82.6,.277,.411,.466,44.9,46.7,10.5,9.9,.451,20.7,20.5,.152,71.5,111.2,.505,.349,.588,55.1,51.8,11.9,7.6,.578,15.1,27.7,.303,45,112,.402,11,46,.239,17,31,.548,15,62,21,15,7,33,45,2,2,0,1.000,-4.20,-15.20,,,2,0,0,0,159,118,80,56,109,.514,14,38,.368,33,55,.600,18,76,29,17,5,24,30,MAC,79.5,59.0,20.50,15.00,-19.20,115.46,130.14,-14.68,2025-11-08
Baylor,77.7,104.2,.180,.443,.612,38.2,53.3,9.0,5.7,.582,15.3,6.3,.164,77.7,123.5,.492,.462,.599,61.8,56.3,7.7,14.7,.577,12.1,33.3,.323,30,61,.492,11,27,.407,10,11,.909,2,26,16,7,2,12,27,1,1,0,1.000,0.00,-15.00,,,1,0,0,0,96,81,40,32,65,.492,11,30,.367,21,32,.656,12,42,18,6,5,11,13,Big 12,96.0,81.0,15.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Bellarmine,76.4,136.1,.300,.414,.650,56.7,34.2,20.9,20.7,.607,7.0,28.1,.271,76.4,77.2,.105,.491,.493,43.3,69.6,7.9,7.3,.474,26.9,17.1,.088,38,70,.543,9,29,.310,19,21,.905,9,38,13,16,6,6,11,1,0,1,.000,29.15,74.15,,,0,0,0,1,59,104,40,23,57,.404,8,28,.286,5,6,.833,6,29,16,6,3,22,15,A-Sun,59.0,104.0,-45.00,31.82,-2.67,140.90,101.06,39.84,2025-11-08
Belmont,66.6,94.6,.191,.447,.614,57.4,62.5,10.5,6.1,.596,31.0,34.8,.149,66.6,118.7,.455,.400,.591,42.6,61.5,12.0,3.8,.527,10.7,25.8,.382,24,47,.511,8,21,.381,7,9,.778,8,31,15,7,2,23,18,1,1,0,1.000,0.00,-16.00,,,1,0,0,0,79,63,40,26,55,.473,6,22,.273,21,25,.840,8,23,16,8,1,8,15,MVC,79.0,63.0,16.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Bethune-Cookman,71.5,129.0,.448,.299,.603,55.8,57.1,11.8,12.9,.575,9.5,37.0,.313,71.5,99.4,.206,.375,.506,44.2,50.0,7.9,13.8,.478,14.3,27.7,.154,70,134,.522,14,40,.350,42,60,.700,27,87,40,18,11,17,32,2,0,2,.000,8.60,31.10,,,0,0,0,2,151,196,85,56,136,.412,18,51,.353,21,28,.750,23,69,28,12,13,25,42,SWAC,75.5,98.0,-22.50,11.60,-3.00,100.97,106.02,-5.04,2025-11-08
Binghamton,67.5,104.4,.221,.270,.523,51.5,50.9,11.1,12.7,.500,10.6,24.6,.156,67.5,83.7,.490,.344,.477,48.5,59.5,6.7,7.9,.422,21.3,20.9,.333,57,122,.467,8,33,.242,19,27,.704,17,70,29,15,8,16,35,2,1,1,.500,0.00,38.00,,,1,0,0,1,113,141,80,37,96,.385,7,33,.212,32,47,.681,14,66,22,9,7,32,28,AEC,56.5,70.5,-14.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Boise State,71.2,111.0,.180,.426,.596,40.3,60.0,14.0,2.9,.566,13.1,13.8,.164,71.2,109.6,.194,.493,.533,59.7,75.0,4.2,2.9,.493,14.1,39.5,.179,30,61,.492,9,26,.346,10,11,.909,4,27,18,10,1,10,14,1,0,1,.000,,,,,0,1,0,0,78,79,40,28,67,.418,10,33,.303,12,13,.923,15,40,21,3,1,12,12,MWC,78.0,79.0,-1.00,,,,,,2025-11-08
Boston College,68.7,89.0,.375,.408,.460,42.8,53.3,8.2,16.4,.446,14.5,19.3,.192,68.7,105.5,.403,.434,.501,57.2,40.0,9.6,12.7,.484,10.5,32.9,.225,45,120,.375,17,49,.347,23,45,.511,17,74,24,12,12,24,39,2,1,1,.500,0.00,-12.00,,,1,0,0,1,154,130,85,55,129,.426,15,56,.268,29,52,.558,28,99,22,14,9,18,35,ACC,77.0,65.0,12.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Boston University,63.4,112.1,.325,.317,.545,49.0,50.9,11.9,11.9,.525,11.5,31.4,.208,63.4,95.0,.229,.432,.489,51.0,56.5,7.4,8.5,.453,18.7,34.7,.161,57,120,.475,12,38,.316,25,39,.641,22,71,29,16,8,18,28,2,1,1,.500,2.29,13.79,,,0,0,1,1,128,151,85,46,118,.390,15,51,.294,19,27,.704,26,74,26,10,7,30,38,Patriot,64.0,75.5,-11.50,3.15,-0.87,109.25,106.13,3.12,2025-11-08
Bowling Green,83.6,67.6,.169,.424,.443,40.9,56.8,8.4,7.1,.432,28.6,14.1,.093,83.6,121.4,.496,.351,.627,59.1,52.9,22.7,7.4,.595,13.8,29.6,.359,44,118,.373,14,50,.280,11,20,.550,11,61,25,14,6,51,47,2,2,0,1.000,0.00,-35.00,,,2,0,0,0,203,113,80,70,131,.534,16,46,.348,47,65,.723,21,88,37,38,5,26,26,MAC,101.5,56.5,45.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Bradley,66.1,104.3,.283,.367,.507,60.3,58.3,10.6,20.6,.467,16.0,38.5,.217,66.1,95.3,.232,.393,.507,39.7,50.0,12.1,5.3,.482,12.6,14.7,.161,24,60,.400,8,22,.364,13,17,.765,15,44,14,7,7,13,12,1,0,1,.000,0.00,6.00,,,0,0,0,0,63,69,40,24,56,.429,6,22,.273,9,13,.692,5,29,12,8,2,9,15,MVC,63.0,69.0,-6.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Brigham Young,68.1,97.0,.224,.522,.445,53.3,50.0,2.9,2.0,.433,12.9,35.4,.119,68.1,104.3,.318,.258,.467,46.7,38.5,5.9,15.6,.432,5.0,27.3,.212,24,67,.358,10,35,.286,8,15,.533,17,49,12,2,1,11,20,1,1,0,1.000,0.00,-5.00,,,0,0,0,0,71,66,40,26,66,.394,5,17,.294,14,21,.667,12,43,10,4,5,4,13,Big 12,71.0,66.0,5.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Brown,66.6,93.1,.386,.246,.460,55.6,47.8,13.5,5.9,.412,17.2,38.5,.263,66.6,69.1,.172,.414,.367,44.4,58.8,12.0,11.6,.328,20.3,28.6,.138,23,57,.404,1,14,.071,15,22,.682,15,45,11,9,2,14,10,1,0,1,.000,-15.82,0.18,,,0,1,0,0,46,62,40,17,58,.293,4,24,.167,8,10,.800,12,36,10,8,5,16,17,Ivy,46.0,62.0,-16.00,-25.15,9.34,65.43,87.25,-21.82,2025-11-08
Bryant,70.4,110.8,.231,.300,.541,52.7,63.3,17.8,10.7,.519,12.2,34.2,.162,70.4,78.8,.241,.517,.429,47.3,61.5,7.8,9.9,.397,21.8,29.9,.164,60,130,.462,15,39,.385,21,30,.700,25,79,38,25,6,20,30,2,0,2,.000,-15.83,6.68,,,0,0,0,2,111,156,80,39,116,.336,14,60,.233,19,28,.679,23,71,24,11,9,36,34,AEC,55.5,78.0,-22.50,-5.16,-10.67,92.74,114.08,-21.34,2025-11-08
Bucknell,68.3,96.7,.374,.452,.487,50.7,53.3,7.3,9.5,.448,16.6,30.7,.252,68.3,110.6,.308,.383,.549,49.3,39.6,8.8,9.5,.517,11.0,28.8,.225,45,115,.391,13,52,.250,29,43,.674,23,75,24,10,7,27,40,2,2,0,1.000,0.28,-9.22,,,1,0,1,0,151,132,80,53,120,.442,18,46,.391,27,37,.730,21,73,21,12,6,17,38,Patriot,75.5,66.0,9.50,-5.10,5.38,99.47,101.94,-2.47,2025-11-08
Buffalo,65.0,119.2,.423,.464,.665,47.9,64.7,6.9,9.3,.613,17.7,22.0,.371,65.0,129.2,.770,.460,.615,52.1,53.1,10.8,9.6,.580,9.9,32.8,.520,51,97,.526,17,45,.378,36,41,.878,11,56,33,9,5,25,52,2,2,0,1.000,-16.20,-22.70,,,2,0,0,0,168,155,80,49,100,.490,18,46,.391,52,77,.675,22,61,26,14,5,15,39,MAC,84.0,77.5,6.50,-2.60,-13.60,102.06,123.32,-21.26,2025-11-08
Butler,74.9,77.4,.262,.415,.397,38.5,57.9,10.7,14.9,.354,14.1,20.4,.185,74.9,117.5,.446,.277,.559,61.5,63.3,5.3,10.5,.523,14.2,40.5,.308,19,65,.292,8,27,.296,12,17,.706,10,35,11,8,7,12,24,1,1,0,1.000,13.00,-17.00,,,1,0,0,0,88,58,40,30,65,.462,8,18,.444,20,29,.690,17,56,19,4,4,13,19,Big East,88.0,58.0,30.00,5.00,8.00,117.34,89.96,27.38,2025-11-08
Cal Poly,82.2,105.2,.394,.496,.532,48.6,73.2,6.1,17.8,.493,15.1,31.0,.277,82.2,100.3,.333,.482,.505,51.4,64.3,10.3,11.6,.465,16.0,34.8,.241,56,137,.409,23,68,.338,38,54,.704,26,84,41,10,13,29,37,2,1,1,.500,0.00,30.00,,,1,0,0,1,165,173,80,56,141,.397,19,68,.279,34,47,.723,31,89,36,17,8,31,47,Big West,82.5,86.5,-4.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Cal State Bakersfield,77.6,95.3,.398,.423,.506,46.3,56.6,7.1,5.1,.480,17.0,25.6,.244,77.6,92.1,.408,.246,.461,53.7,45.1,9.0,9.9,.423,15.3,34.5,.254,53,123,.431,12,52,.231,30,49,.612,20,75,30,11,5,30,41,2,1,1,.500,-8.50,18.50,,,1,0,0,1,143,148,80,51,130,.392,8,32,.250,33,53,.623,29,87,23,14,7,28,39,Big West,71.5,74.0,-2.50,-3.50,-5.00,100.18,104.75,-4.57,2025-11-08
Cal State Fullerton,95.1,86.2,.362,.391,.507,39.8,40.7,6.3,0.0,.442,22.1,18.2,.304,95.1,143.0,.322,.448,.678,60.2,74.0,13.7,9.5,.667,9.9,38.6,.230,27,69,.391,7,27,.259,21,25,.840,8,35,11,6,0,23,25,1,1,0,1.000,,,,,1,0,0,0,136,82,40,50,87,.575,16,39,.410,20,28,.714,17,53,37,13,4,11,20,Big West,136.0,82.0,54.00,,,,,,2025-11-08
Cal State Northridge,76.0,94.7,.345,.437,.520,41.0,77.6,9.9,10.0,.487,17.8,22.8,.235,76.0,102.6,.415,.385,.501,59.0,56.0,9.9,11.9,.450,18.4,42.5,.300,49,119,.412,18,52,.346,28,41,.683,18,68,38,15,8,30,38,2,1,1,.500,0.00,29.00,,,1,0,0,1,156,144,80,50,130,.385,17,50,.340,39,54,.722,37,98,28,15,8,35,36,Big West,78.0,72.0,6.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
California,71.4,89.0,.410,.368,.454,44.4,41.9,8.4,10.0,.419,15.2,27.5,.248,71.4,114.9,.491,.386,.583,55.6,56.4,5.6,8.1,.526,14.6,34.4,.386,43,117,.368,12,43,.279,29,48,.604,22,64,18,12,7,25,45,2,2,0,1.000,0.00,-18.50,,,2,0,0,0,164,127,80,55,114,.482,10,44,.227,44,56,.786,22,80,31,8,6,24,38,ACC,82.0,63.5,18.50,0.00,0.00,103.01,103.01,0.00,2025-11-08
California Baptist,71.2,95.5,.448,.302,.483,40.0,34.8,7.7,13.8,.444,14.6,23.8,.284,71.2,109.6,.277,.277,.530,60.0,53.3,7.0,4.9,.515,14.0,42.7,.169,46,116,.397,11,35,.314,33,52,.635,19,62,16,11,13,24,36,2,2,0,1.000,4.33,-5.67,,,1,0,1,0,156,136,80,60,130,.462,14,36,.389,22,36,.611,32,93,32,10,4,24,43,WAC,78.0,68.0,10.00,7.00,-2.67,112.64,106.65,6.00,2025-11-08
Campbell,69.5,121.5,.371,.387,.579,50.0,54.4,9.3,8.2,.532,12.1,34.7,.298,69.5,92.8,.462,.311,.499,50.0,28.6,9.3,3.9,.429,19.3,33.8,.358,57,124,.460,18,48,.375,37,46,.804,25,70,31,13,6,20,36,2,0,2,.000,2.09,22.09,,,0,0,0,2,129,169,80,42,106,.396,7,33,.212,38,49,.776,23,70,12,13,3,31,44,CAA,64.5,84.5,-20.00,8.61,-6.52,113.56,114.62,-1.06,2025-11-08
Canisius,66.8,98.0,.574,.455,.510,45.7,51.2,11.2,16.4,.475,15.2,27.9,.347,66.8,98.7,.233,.422,.512,54.3,50.0,8.2,9.1,.500,19.9,37.1,.138,43,101,.426,10,46,.217,35,58,.603,19,63,22,15,11,23,31,2,1,1,.500,0.00,40.00,,,1,0,0,1,132,131,80,50,116,.431,16,49,.327,16,27,.593,26,75,25,11,5,32,44,MAAC,66.0,65.5,0.50,0.00,0.00,103.01,103.01,0.00,2025-11-08
Central Arkansas,75.4,124.7,.338,.446,.623,60.0,69.7,17.2,8.6,.585,13.7,37.5,.277,75.4,71.7,.141,.453,.395,40.0,45.0,10.6,2.8,.375,19.9,23.3,.094,33,65,.508,10,29,.345,18,22,.818,12,45,23,13,3,12,14,1,0,1,.000,-7.20,32.80,,,0,0,0,1,54,94,40,20,64,.313,8,29,.276,6,9,.667,10,30,9,8,1,17,22,A-Sun,54.0,94.0,-40.00,-11.60,4.40,90.65,89.19,1.45,2025-11-08
Central Connecticut State,72.6,86.8,.119,.425,.445,38.8,42.0,8.3,7.7,.437,11.3,18.1,.067,72.6,114.3,.172,.372,.529,61.3,60.6,6.9,11.7,.510,10.8,39.0,.124,50,134,.373,17,57,.298,9,16,.563,15,62,21,12,7,18,25,2,1,1,.500,-28.00,-6.00,,,1,0,0,1,166,126,80,66,145,.455,16,54,.296,18,25,.720,30,98,40,10,9,19,20,NEC,83.0,63.0,20.00,-29.50,1.50,-1.18,141.21,-142.38,2025-11-08
Central Michigan,64.9,101.7,.492,.458,.453,43.4,61.9,10.8,7.5,.441,11.0,36.2,.237,64.9,126.3,.293,.310,.621,56.6,53.3,4.6,12.5,.586,15.4,44.8,.241,21,59,.356,10,27,.370,14,29,.483,17,33,13,7,3,9,18,1,1,0,1.000,0.00,-16.00,,,1,0,0,0,82,66,40,30,58,.517,8,18,.444,14,17,.824,13,43,16,3,4,12,26,MAC,82.0,66.0,16.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Charleston Southern,79.9,105.7,.338,.311,.482,51.9,44.3,8.1,13.8,.440,9.8,35.5,.238,79.9,108.2,.267,.555,.526,48.1,72.1,7.5,4.8,.517,13.2,32.3,.151,61,151,.404,11,47,.234,36,51,.706,33,98,27,13,9,19,32,2,1,1,.500,0.00,31.00,,,1,0,0,1,173,169,80,61,146,.418,29,81,.358,22,39,.564,31,91,44,12,5,25,44,Big South,86.5,84.5,2.00,0.00,0.00,103.01,103.01,0.00,2025-11-08
Charlotte,67.4,104.6,.442,.365,.560,40.2,52.9,10.4,4.3,.548,17.7,27.3,.260,67.4,120.2,.446,.384,.597,59.8,50.0,9.6,9.1,.571,16.6,45.9,.304,51,104,.490,12,38,.316,27,46,.587,18,51,27,14,3,27,41,2,2,0,1.000,-2.33,-12.83,,,2,0,0,0,162,141,80,54,112,.482,20,43,.465,34,50,.680,28,76,27,13,6,27,36,American,81.0,70.5,10.50,-4.00,1.67,102.32,109.87,-7.55,2025-11-08
Chattanooga,71.6,88.0,.400,.362,.504,47.9,57.1,5.6,13.6,.448,19.9,19.1,.305,71.6,110.4,.215,.546,.551,52.1,73.2,11.9,9.0,.531,12.2,26.3,.154,42,105,.400,10,38,.263,32,42,.762,13,69,24,8,8,31,27,2,1,1,.500,2.50,23.50,,,1,0,0,1,158,126,80,56,130,.431,26,71,.366,20,28,.714,20,75,41,17,6,20,35,Southern,79.0,63.0,16.00,4.00,-1.50,105.87,103.20,2.67,2025-11-08
Chicago State,79.2,126.2,.557,.467,.648,54.7,61.9,14.5,16.1,.598,15.4,34.3,.443,79.2,93.4,.475,.287,.495,45.3,44.7,11.4,4.6,.426,17.2,28.4,.361,63,122,.516,20,57,.351,54,68,.794,23,81,39,23,14,28,42,2,0,2,.000,0.49,26.49,,,0,0,0,2,148,200,80,47,122,.385,10,35,.286,44,58,.759,23,67,21,18,3,31,45,NEC,74.0,100.0,-26.00,11.99,-11.50,105.13,110.76,-5.63,2025-11-08
Cincinnati,77.7,81.7,.264,.388,.466,48.6,56.8,10.3,6.5,.426,22.3,28.6,.198,77.7,108.1,.463,.488,.569,51.4,61.4,12.2,13.5,.541,17.4,29.6,.306,44,121,.364,15,47,.319,24,32,.750,22,72,25,16,4,39,45,2,2,0,1.000,-4.00,-24.50,,,2,0,0,0,168,127,80,57,121,.471,17,59,.288,37,56,.661,21,76,35,19,10,31,34,Big 12,84.0,63.5,20.50,1.00,-5.00,102.87,104.80,-1.93,2025-11-08
Clemson,69.7,69.6,.327,.439,.392,38.7,45.5,4.3,2.7,.355,19.0,17.5,.196,69.7,132.8,.477,.430,.589,61.3,60.3,7.9,11.7,.555,5.4,37.1,.336,33,107,.308,10,47,.213,21,35,.600,14,58,15,6,2,29,46,2,2,0,1.000,3.67,-40.33,,,2,0,0,0,185,97,80,63,128,.492,16,55,.291,43,61,.705,26,92,38,11,7,9,31,ACC,92.5,48.5,44.00,3.33,0.33,114.92,104.87,10.05,2025-11-08
Cleveland State,71.0,113.3,.273,.570,.557,44.3,61.1,9.9,16.1,.523,12.7,28.6,.211,71.0,111.9,.325,.483,.574,55.7,62.3,6.3,10.9,.533,17.8,38.9,.258,54,128,.422,26,73,.356,27,35,.771,22,66,33,14,10,21,35,2,1,1,.500,-7.71,-4.71,,,1,0,0,1,159,161,80,53,120,.442,22,58,.379,31,39,.795,28,83,33,9,6,30,35,Horizon,79.5,80.5,-1.00,13.11,-20.82,103.48,109.69,-6.21,2025-11-08
